id_date,date_complete,jour,mois,trimestre,annee,semaine,libelle_jour,libelle_mois,est_weekend,est_ferie_maroc,periode_ramadan
20210131,2021-01-31,31,1,1,2021,4,Sunday,January,True,False,False
20210201,2021-02-01,1,2,1,2021,5,Monday,February,False,False,False
20210202,2021-02-02,2,2,1,2021,5,Tuesday,February,False,False,False
20210203,2021-02-03,3,2,1,2021,5,Wednesday,February,False,False,False
20210204,2021-02-04,4,2,1,2021,5,Thursday,February,False,False,False
20210205,2021-02-05,5,2,1,2021,5,Friday,February,False,False,False
20210206,2021-02-06,6,2,1,2021,5,Saturday,February,True,False,False
20210207,2021-02-07,7,2,1,2021,5,Sunday,February,True,False,False
20210208,2021-02-08,8,2,1,2021,6,Monday,February,False,False,False
20210209,2021-02-09,9,2,1,2021,6,Tuesday,February,False,False,False
20210210,2021-02-10,10,2,1,2021,6,Wednesday,February,False,False,False
20210211,2021-02-11,11,2,1,2021,6,Thursday,February,False,False,False
20210212,2021-02-12,12,2,1,2021,6,Friday,February,False,False,False
20210213,2021-02-13,13,2,1,2021,6,Saturday,February,True,False,False
20210214,2021-02-14,14,2,1,2021,6,Sunday,February,True,False,False
20210215,2021-02-15,15,2,1,2021,7,Monday,February,False,False,False
20210216,2021-02-16,16,2,1,2021,7,Tuesday,February,False,False,False
20210217,2021-02-17,17,2,1,2021,7,Wednesday,February,False,False,False
20210218,2021-02-18,18,2,1,2021,7,Thursday,February,False,False,False
20210219,2021-02-19,19,2,1,2021,7,Friday,February,False,False,False
20210220,2021-02-20,20,2,1,2021,7,Saturday,February,True,False,False
20210221,2021-02-21,21,2,1,2021,7,Sunday,February,True,False,False
20210222,2021-02-22,22,2,1,2021,8,Monday,February,False,False,False
20210223,2021-02-23,23,2,1,2021,8,Tuesday,February,False,False,False
20210224,2021-02-24,24,2,1,2021,8,Wednesday,February,False,False,False
20210225,2021-02-25,25,2,1,2021,8,Thursday,February,False,False,False
20210226,2021-02-26,26,2,1,2021,8,Friday,February,False,False,False
20210227,2021-02-27,27,2,1,2021,8,Saturday,February,True,False,False
20210228,2021-02-28,28,2,1,2021,8,Sunday,February,True,False,False
20210301,2021-03-01,1,3,1,2021,9,Monday,March,False,False,False
20210302,2021-03-02,2,3,1,2021,9,Tuesday,March,False,False,False
20210303,2021-03-03,3,3,1,2021,9,Wednesday,March,False,False,False
20210304,2021-03-04,4,3,1,2021,9,Thursday,March,False,False,False
20210305,2021-03-05,5,3,1,2021,9,Friday,March,False,False,False
20210306,2021-03-06,6,3,1,2021,9,Saturday,March,True,False,False
20210307,2021-03-07,7,3,1,2021,9,Sunday,March,True,False,False
20210308,2021-03-08,8,3,1,2021,10,Monday,March,False,False,False
20210309,2021-03-09,9,3,1,2021,10,Tuesday,March,False,False,False
20210310,2021-03-10,10,3,1,2021,10,Wednesday,March,False,False,False
20210311,2021-03-11,11,3,1,2021,10,Thursday,March,False,False,False
20210312,2021-03-12,12,3,1,2021,10,Friday,March,False,False,False
20210313,2021-03-13,13,3,1,2021,10,Saturday,March,True,False,False
20210314,2021-03-14,14,3,1,2021,10,Sunday,March,True,False,False
20210315,2021-03-15,15,3,1,2021,11,Monday,March,False,False,False
20210316,2021-03-16,16,3,1,2021,11,Tuesday,March,False,False,False
20210317,2021-03-17,17,3,1,2021,11,Wednesday,March,False,False,False
20210318,2021-03-18,18,3,1,2021,11,Thursday,March,False,False,False
20210319,2021-03-19,19,3,1,2021,11,Friday,March,False,False,False
20210320,2021-03-20,20,3,1,2021,11,Saturday,March,True,False,False
20210321,2021-03-21,21,3,1,2021,11,Sunday,March,True,False,False
20210322,2021-03-22,22,3,1,2021,12,Monday,March,False,False,False
20210323,2021-03-23,23,3,1,2021,12,Tuesday,March,False,False,False
20210324,2021-03-24,24,3,1,2021,12,Wednesday,March,False,False,False
20210325,2021-03-25,25,3,1,2021,12,Thursday,March,False,False,False
20210326,2021-03-26,26,3,1,2021,12,Friday,March,False,False,False
20210327,2021-03-27,27,3,1,2021,12,Saturday,March,True,False,False
20210328,2021-03-28,28,3,1,2021,12,Sunday,March,True,False,False
20210329,2021-03-29,29,3,1,2021,13,Monday,March,False,False,False
20210330,2021-03-30,30,3,1,2021,13,Tuesday,March,False,False,False
20210331,2021-03-31,31,3,1,2021,13,Wednesday,March,False,False,False
20210401,2021-04-01,1,4,2,2021,13,Thursday,April,False,False,False
20210402,2021-04-02,2,4,2,2021,13,Friday,April,False,False,False
20210403,2021-04-03,3,4,2,2021,13,Saturday,April,True,False,False
20210404,2021-04-04,4,4,2,2021,13,Sunday,April,True,False,False
20210405,2021-04-05,5,4,2,2021,14,Monday,April,False,False,False
20210406,2021-04-06,6,4,2,2021,14,Tuesday,April,False,False,False
20210407,2021-04-07,7,4,2,2021,14,Wednesday,April,False,False,False
20210408,2021-04-08,8,4,2,2021,14,Thursday,April,False,False,False
20210409,2021-04-09,9,4,2,2021,14,Friday,April,False,False,False
20210410,2021-04-10,10,4,2,2021,14,Saturday,April,True,False,False
20210411,2021-04-11,11,4,2,2021,14,Sunday,April,True,False,False
20210412,2021-04-12,12,4,2,2021,15,Monday,April,False,False,True
20210413,2021-04-13,13,4,2,2021,15,Tuesday,April,False,False,True
20210414,2021-04-14,14,4,2,2021,15,Wednesday,April,False,False,True
20210415,2021-04-15,15,4,2,2021,15,Thursday,April,False,False,True
20210416,2021-04-16,16,4,2,2021,15,Friday,April,False,False,True
20210417,2021-04-17,17,4,2,2021,15,Saturday,April,True,False,True
20210418,2021-04-18,18,4,2,2021,15,Sunday,April,True,False,True
20210419,2021-04-19,19,4,2,2021,16,Monday,April,False,False,True
20210420,2021-04-20,20,4,2,2021,16,Tuesday,April,False,False,True
20210421,2021-04-21,21,4,2,2021,16,Wednesday,April,False,False,True
20210422,2021-04-22,22,4,2,2021,16,Thursday,April,False,False,True
20210423,2021-04-23,23,4,2,2021,16,Friday,April,False,False,True
20210424,2021-04-24,24,4,2,2021,16,Saturday,April,True,False,True
20210425,2021-04-25,25,4,2,2021,16,Sunday,April,True,False,True
20210426,2021-04-26,26,4,2,2021,17,Monday,April,False,False,True
20210427,2021-04-27,27,4,2,2021,17,Tuesday,April,False,False,True
20210428,2021-04-28,28,4,2,2021,17,Wednesday,April,False,False,True
20210429,2021-04-29,29,4,2,2021,17,Thursday,April,False,False,True
20210430,2021-04-30,30,4,2,2021,17,Friday,April,False,False,True
20210501,2021-05-01,1,5,2,2021,17,Saturday,May,True,True,True
20210502,2021-05-02,2,5,2,2021,17,Sunday,May,True,False,True
20210503,2021-05-03,3,5,2,2021,18,Monday,May,False,False,True
20210504,2021-05-04,4,5,2,2021,18,Tuesday,May,False,False,True
20210505,2021-05-05,5,5,2,2021,18,Wednesday,May,False,False,True
20210506,2021-05-06,6,5,2,2021,18,Thursday,May,False,False,True
20210507,2021-05-07,7,5,2,2021,18,Friday,May,False,False,True
20210508,2021-05-08,8,5,2,2021,18,Saturday,May,True,False,True
20210509,2021-05-09,9,5,2,2021,18,Sunday,May,True,False,True
20210510,2021-05-10,10,5,2,2021,19,Monday,May,False,False,True
20210511,2021-05-11,11,5,2,2021,19,Tuesday,May,False,False,True
20210512,2021-05-12,12,5,2,2021,19,Wednesday,May,False,False,True
20210513,2021-05-13,13,5,2,2021,19,Thursday,May,False,False,False
20210514,2021-05-14,14,5,2,2021,19,Friday,May,False,False,False
20210515,2021-05-15,15,5,2,2021,19,Saturday,May,True,False,False
20210516,2021-05-16,16,5,2,2021,19,Sunday,May,True,False,False
20210517,2021-05-17,17,5,2,2021,20,Monday,May,False,False,False
20210518,2021-05-18,18,5,2,2021,20,Tuesday,May,False,False,False
20210519,2021-05-19,19,5,2,2021,20,Wednesday,May,False,False,False
20210520,2021-05-20,20,5,2,2021,20,Thursday,May,False,False,False
20210521,2021-05-21,21,5,2,2021,20,Friday,May,False,False,False
20210522,2021-05-22,22,5,2,2021,20,Saturday,May,True,False,False
20210523,2021-05-23,23,5,2,2021,20,Sunday,May,True,False,False
20210524,2021-05-24,24,5,2,2021,21,Monday,May,False,False,False
20210525,2021-05-25,25,5,2,2021,21,Tuesday,May,False,False,False
20210526,2021-05-26,26,5,2,2021,21,Wednesday,May,False,False,False
20210527,2021-05-27,27,5,2,2021,21,Thursday,May,False,False,False
20210528,2021-05-28,28,5,2,2021,21,Friday,May,False,False,False
20210529,2021-05-29,29,5,2,2021,21,Saturday,May,True,False,False
20210530,2021-05-30,30,5,2,2021,21,Sunday,May,True,False,False
20210531,2021-05-31,31,5,2,2021,22,Monday,May,False,False,False
20210601,2021-06-01,1,6,2,2021,22,Tuesday,June,False,False,False
20210602,2021-06-02,2,6,2,2021,22,Wednesday,June,False,False,False
20210603,2021-06-03,3,6,2,2021,22,Thursday,June,False,False,False
20210604,2021-06-04,4,6,2,2021,22,Friday,June,False,False,False
20210605,2021-06-05,5,6,2,2021,22,Saturday,June,True,False,False
20210606,2021-06-06,6,6,2,2021,22,Sunday,June,True,False,False
20210607,2021-06-07,7,6,2,2021,23,Monday,June,False,False,False
20210608,2021-06-08,8,6,2,2021,23,Tuesday,June,False,False,False
20210609,2021-06-09,9,6,2,2021,23,Wednesday,June,False,False,False
20210610,2021-06-10,10,6,2,2021,23,Thursday,June,False,False,False
20210611,2021-06-11,11,6,2,2021,23,Friday,June,False,False,False
20210612,2021-06-12,12,6,2,2021,23,Saturday,June,True,False,False
20210613,2021-06-13,13,6,2,2021,23,Sunday,June,True,False,False
20210614,2021-06-14,14,6,2,2021,24,Monday,June,False,False,False
20210615,2021-06-15,15,6,2,2021,24,Tuesday,June,False,False,False
20210616,2021-06-16,16,6,2,2021,24,Wednesday,June,False,False,False
20210617,2021-06-17,17,6,2,2021,24,Thursday,June,False,False,False
20210618,2021-06-18,18,6,2,2021,24,Friday,June,False,False,False
20210619,2021-06-19,19,6,2,2021,24,Saturday,June,True,False,False
20210620,2021-06-20,20,6,2,2021,24,Sunday,June,True,False,False
20210621,2021-06-21,21,6,2,2021,25,Monday,June,False,False,False
20210622,2021-06-22,22,6,2,2021,25,Tuesday,June,False,False,False
20210623,2021-06-23,23,6,2,2021,25,Wednesday,June,False,False,False
20210624,2021-06-24,24,6,2,2021,25,Thursday,June,False,False,False
20210625,2021-06-25,25,6,2,2021,25,Friday,June,False,False,False
20210626,2021-06-26,26,6,2,2021,25,Saturday,June,True,False,False
20210627,2021-06-27,27,6,2,2021,25,Sunday,June,True,False,False
20210628,2021-06-28,28,6,2,2021,26,Monday,June,False,False,False
20210629,2021-06-29,29,6,2,2021,26,Tuesday,June,False,False,False
20210630,2021-06-30,30,6,2,2021,26,Wednesday,June,False,False,False
20210701,2021-07-01,1,7,3,2021,26,Thursday,July,False,False,False
20210702,2021-07-02,2,7,3,2021,26,Friday,July,False,False,False
20210703,2021-07-03,3,7,3,2021,26,Saturday,July,True,False,False
20210704,2021-07-04,4,7,3,2021,26,Sunday,July,True,False,False
20210705,2021-07-05,5,7,3,2021,27,Monday,July,False,False,False
20210706,2021-07-06,6,7,3,2021,27,Tuesday,July,False,False,False
20210707,2021-07-07,7,7,3,2021,27,Wednesday,July,False,False,False
20210708,2021-07-08,8,7,3,2021,27,Thursday,July,False,False,False
20210709,2021-07-09,9,7,3,2021,27,Friday,July,False,False,False
20210710,2021-07-10,10,7,3,2021,27,Saturday,July,True,False,False
20210711,2021-07-11,11,7,3,2021,27,Sunday,July,True,False,False
20210712,2021-07-12,12,7,3,2021,28,Monday,July,False,False,False
20210713,2021-07-13,13,7,3,2021,28,Tuesday,July,False,False,False
20210714,2021-07-14,14,7,3,2021,28,Wednesday,July,False,False,False
20210715,2021-07-15,15,7,3,2021,28,Thursday,July,False,False,False
20210716,2021-07-16,16,7,3,2021,28,Friday,July,False,False,False
20210717,2021-07-17,17,7,3,2021,28,Saturday,July,True,False,False
20210718,2021-07-18,18,7,3,2021,28,Sunday,July,True,False,False
20210719,2021-07-19,19,7,3,2021,29,Monday,July,False,False,False
20210720,2021-07-20,20,7,3,2021,29,Tuesday,July,False,False,False
20210721,2021-07-21,21,7,3,2021,29,Wednesday,July,False,False,False
20210722,2021-07-22,22,7,3,2021,29,Thursday,July,False,False,False
20210723,2021-07-23,23,7,3,2021,29,Friday,July,False,False,False
20210724,2021-07-24,24,7,3,2021,29,Saturday,July,True,False,False
20210725,2021-07-25,25,7,3,2021,29,Sunday,July,True,False,False
20210726,2021-07-26,26,7,3,2021,30,Monday,July,False,False,False
20210727,2021-07-27,27,7,3,2021,30,Tuesday,July,False,False,False
20210728,2021-07-28,28,7,3,2021,30,Wednesday,July,False,False,False
20210729,2021-07-29,29,7,3,2021,30,Thursday,July,False,False,False
20210730,2021-07-30,30,7,3,2021,30,Friday,July,False,True,False
20210731,2021-07-31,31,7,3,2021,30,Saturday,July,True,False,False
20210801,2021-08-01,1,8,3,2021,30,Sunday,August,True,False,False
20210802,2021-08-02,2,8,3,2021,31,Monday,August,False,False,False
20210803,2021-08-03,3,8,3,2021,31,Tuesday,August,False,False,False
20210804,2021-08-04,4,8,3,2021,31,Wednesday,August,False,False,False
20210805,2021-08-05,5,8,3,2021,31,Thursday,August,False,False,False
20210806,2021-08-06,6,8,3,2021,31,Friday,August,False,False,False
20210807,2021-08-07,7,8,3,2021,31,Saturday,August,True,False,False
20210808,2021-08-08,8,8,3,2021,31,Sunday,August,True,False,False
20210809,2021-08-09,9,8,3,2021,32,Monday,August,False,False,False
20210810,2021-08-10,10,8,3,2021,32,Tuesday,August,False,False,False
20210811,2021-08-11,11,8,3,2021,32,Wednesday,August,False,False,False
20210812,2021-08-12,12,8,3,2021,32,Thursday,August,False,False,False
20210813,2021-08-13,13,8,3,2021,32,Friday,August,False,False,False
20210814,2021-08-14,14,8,3,2021,32,Saturday,August,True,True,False
20210815,2021-08-15,15,8,3,2021,32,Sunday,August,True,False,False
20210816,2021-08-16,16,8,3,2021,33,Monday,August,False,False,False
20210817,2021-08-17,17,8,3,2021,33,Tuesday,August,False,False,False
20210818,2021-08-18,18,8,3,2021,33,Wednesday,August,False,False,False
20210819,2021-08-19,19,8,3,2021,33,Thursday,August,False,False,False
20210820,2021-08-20,20,8,3,2021,33,Friday,August,False,False,False
20210821,2021-08-21,21,8,3,2021,33,Saturday,August,True,False,False
20210822,2021-08-22,22,8,3,2021,33,Sunday,August,True,False,False
20210823,2021-08-23,23,8,3,2021,34,Monday,August,False,False,False
20210824,2021-08-24,24,8,3,2021,34,Tuesday,August,False,False,False
20210825,2021-08-25,25,8,3,2021,34,Wednesday,August,False,False,False
20210826,2021-08-26,26,8,3,2021,34,Thursday,August,False,False,False
20210827,2021-08-27,27,8,3,2021,34,Friday,August,False,False,False
20210828,2021-08-28,28,8,3,2021,34,Saturday,August,True,False,False
20210829,2021-08-29,29,8,3,2021,34,Sunday,August,True,False,False
20210830,2021-08-30,30,8,3,2021,35,Monday,August,False,False,False
20210831,2021-08-31,31,8,3,2021,35,Tuesday,August,False,False,False
20210901,2021-09-01,1,9,3,2021,35,Wednesday,September,False,False,False
20210902,2021-09-02,2,9,3,2021,35,Thursday,September,False,False,False
20210903,2021-09-03,3,9,3,2021,35,Friday,September,False,False,False
20210904,2021-09-04,4,9,3,2021,35,Saturday,September,True,False,False
20210905,2021-09-05,5,9,3,2021,35,Sunday,September,True,False,False
20210906,2021-09-06,6,9,3,2021,36,Monday,September,False,False,False
20210907,2021-09-07,7,9,3,2021,36,Tuesday,September,False,False,False
20210908,2021-09-08,8,9,3,2021,36,Wednesday,September,False,False,False
20210909,2021-09-09,9,9,3,2021,36,Thursday,September,False,False,False
20210910,2021-09-10,10,9,3,2021,36,Friday,September,False,False,False
20210911,2021-09-11,11,9,3,2021,36,Saturday,September,True,False,False
20210912,2021-09-12,12,9,3,2021,36,Sunday,September,True,False,False
20210913,2021-09-13,13,9,3,2021,37,Monday,September,False,False,False
20210914,2021-09-14,14,9,3,2021,37,Tuesday,September,False,False,False
20210915,2021-09-15,15,9,3,2021,37,Wednesday,September,False,False,False
20210916,2021-09-16,16,9,3,2021,37,Thursday,September,False,False,False
20210917,2021-09-17,17,9,3,2021,37,Friday,September,False,False,False
20210918,2021-09-18,18,9,3,2021,37,Saturday,September,True,False,False
20210919,2021-09-19,19,9,3,2021,37,Sunday,September,True,False,False
20210920,2021-09-20,20,9,3,2021,38,Monday,September,False,False,False
20210921,2021-09-21,21,9,3,2021,38,Tuesday,September,False,False,False
20210922,2021-09-22,22,9,3,2021,38,Wednesday,September,False,False,False
20210923,2021-09-23,23,9,3,2021,38,Thursday,September,False,False,False
20210924,2021-09-24,24,9,3,2021,38,Friday,September,False,False,False
20210925,2021-09-25,25,9,3,2021,38,Saturday,September,True,False,False
20210926,2021-09-26,26,9,3,2021,38,Sunday,September,True,False,False
20210927,2021-09-27,27,9,3,2021,39,Monday,September,False,False,False
20210928,2021-09-28,28,9,3,2021,39,Tuesday,September,False,False,False
20210929,2021-09-29,29,9,3,2021,39,Wednesday,September,False,False,False
20210930,2021-09-30,30,9,3,2021,39,Thursday,September,False,False,False
20211001,2021-10-01,1,10,4,2021,39,Friday,October,False,False,False
20211002,2021-10-02,2,10,4,2021,39,Saturday,October,True,False,False
20211003,2021-10-03,3,10,4,2021,39,Sunday,October,True,False,False
20211004,2021-10-04,4,10,4,2021,40,Monday,October,False,False,False
20211005,2021-10-05,5,10,4,2021,40,Tuesday,October,False,False,False
20211006,2021-10-06,6,10,4,2021,40,Wednesday,October,False,False,False
20211007,2021-10-07,7,10,4,2021,40,Thursday,October,False,False,False
20211008,2021-10-08,8,10,4,2021,40,Friday,October,False,False,False
20211009,2021-10-09,9,10,4,2021,40,Saturday,October,True,False,False
20211010,2021-10-10,10,10,4,2021,40,Sunday,October,True,False,False
20211011,2021-10-11,11,10,4,2021,41,Monday,October,False,False,False
20211012,2021-10-12,12,10,4,2021,41,Tuesday,October,False,False,False
20211013,2021-10-13,13,10,4,2021,41,Wednesday,October,False,False,False
20211014,2021-10-14,14,10,4,2021,41,Thursday,October,False,False,False
20211015,2021-10-15,15,10,4,2021,41,Friday,October,False,False,False
20211016,2021-10-16,16,10,4,2021,41,Saturday,October,True,False,False
20211017,2021-10-17,17,10,4,2021,41,Sunday,October,True,False,False
20211018,2021-10-18,18,10,4,2021,42,Monday,October,False,False,False
20211019,2021-10-19,19,10,4,2021,42,Tuesday,October,False,False,False
20211020,2021-10-20,20,10,4,2021,42,Wednesday,October,False,False,False
20211021,2021-10-21,21,10,4,2021,42,Thursday,October,False,False,False
20211022,2021-10-22,22,10,4,2021,42,Friday,October,False,False,False
20211023,2021-10-23,23,10,4,2021,42,Saturday,October,True,False,False
20211024,2021-10-24,24,10,4,2021,42,Sunday,October,True,False,False
20211025,2021-10-25,25,10,4,2021,43,Monday,October,False,False,False
20211026,2021-10-26,26,10,4,2021,43,Tuesday,October,False,False,False
20211027,2021-10-27,27,10,4,2021,43,Wednesday,October,False,False,False
20211028,2021-10-28,28,10,4,2021,43,Thursday,October,False,False,False
20211029,2021-10-29,29,10,4,2021,43,Friday,October,False,False,False
20211030,2021-10-30,30,10,4,2021,43,Saturday,October,True,False,False
20211031,2021-10-31,31,10,4,2021,43,Sunday,October,True,False,False
20211101,2021-11-01,1,11,4,2021,44,Monday,November,False,False,False
20211102,2021-11-02,2,11,4,2021,44,Tuesday,November,False,False,False
20211103,2021-11-03,3,11,4,2021,44,Wednesday,November,False,False,False
20211104,2021-11-04,4,11,4,2021,44,Thursday,November,False,False,False
20211105,2021-11-05,5,11,4,2021,44,Friday,November,False,False,False
20211106,2021-11-06,6,11,4,2021,44,Saturday,November,True,True,False
20211107,2021-11-07,7,11,4,2021,44,Sunday,November,True,False,False
20211108,2021-11-08,8,11,4,2021,45,Monday,November,False,False,False
20211109,2021-11-09,9,11,4,2021,45,Tuesday,November,False,False,False
20211110,2021-11-10,10,11,4,2021,45,Wednesday,November,False,False,False
20211111,2021-11-11,11,11,4,2021,45,Thursday,November,False,False,False
20211112,2021-11-12,12,11,4,2021,45,Friday,November,False,False,False
20211113,2021-11-13,13,11,4,2021,45,Saturday,November,True,False,False
20211114,2021-11-14,14,11,4,2021,45,Sunday,November,True,False,False
20211115,2021-11-15,15,11,4,2021,46,Monday,November,False,False,False
20211116,2021-11-16,16,11,4,2021,46,Tuesday,November,False,False,False
20211117,2021-11-17,17,11,4,2021,46,Wednesday,November,False,False,False
20211118,2021-11-18,18,11,4,2021,46,Thursday,November,False,True,False
20211119,2021-11-19,19,11,4,2021,46,Friday,November,False,False,False
20211120,2021-11-20,20,11,4,2021,46,Saturday,November,True,False,False
20211121,2021-11-21,21,11,4,2021,46,Sunday,November,True,False,False
20211122,2021-11-22,22,11,4,2021,47,Monday,November,False,False,False
20211123,2021-11-23,23,11,4,2021,47,Tuesday,November,False,False,False
20211124,2021-11-24,24,11,4,2021,47,Wednesday,November,False,False,False
20211125,2021-11-25,25,11,4,2021,47,Thursday,November,False,False,False
20211126,2021-11-26,26,11,4,2021,47,Friday,November,False,False,False
20211127,2021-11-27,27,11,4,2021,47,Saturday,November,True,False,False
20211128,2021-11-28,28,11,4,2021,47,Sunday,November,True,False,False
20211129,2021-11-29,29,11,4,2021,48,Monday,November,False,False,False
20211130,2021-11-30,30,11,4,2021,48,Tuesday,November,False,False,False
20211201,2021-12-01,1,12,4,2021,48,Wednesday,December,False,False,False
20211202,2021-12-02,2,12,4,2021,48,Thursday,December,False,False,False
20211203,2021-12-03,3,12,4,2021,48,Friday,December,False,False,False
20211204,2021-12-04,4,12,4,2021,48,Saturday,December,True,False,False
20211205,2021-12-05,5,12,4,2021,48,Sunday,December,True,False,False
20211206,2021-12-06,6,12,4,2021,49,Monday,December,False,False,False
20211207,2021-12-07,7,12,4,2021,49,Tuesday,December,False,False,False
20211208,2021-12-08,8,12,4,2021,49,Wednesday,December,False,False,False
20211209,2021-12-09,9,12,4,2021,49,Thursday,December,False,False,False
20211210,2021-12-10,10,12,4,2021,49,Friday,December,False,False,False
20211211,2021-12-11,11,12,4,2021,49,Saturday,December,True,False,False
20211212,2021-12-12,12,12,4,2021,49,Sunday,December,True,False,False
20211213,2021-12-13,13,12,4,2021,50,Monday,December,False,False,False
20211214,2021-12-14,14,12,4,2021,50,Tuesday,December,False,False,False
20211215,2021-12-15,15,12,4,2021,50,Wednesday,December,False,False,False
20211216,2021-12-16,16,12,4,2021,50,Thursday,December,False,False,False
20211217,2021-12-17,17,12,4,2021,50,Friday,December,False,False,False
20211218,2021-12-18,18,12,4,2021,50,Saturday,December,True,False,False
20211219,2021-12-19,19,12,4,2021,50,Sunday,December,True,False,False
20211220,2021-12-20,20,12,4,2021,51,Monday,December,False,False,False
20211221,2021-12-21,21,12,4,2021,51,Tuesday,December,False,False,False
20211222,2021-12-22,22,12,4,2021,51,Wednesday,December,False,False,False
20211223,2021-12-23,23,12,4,2021,51,Thursday,December,False,False,False
20211224,2021-12-24,24,12,4,2021,51,Friday,December,False,False,False
20211225,2021-12-25,25,12,4,2021,51,Saturday,December,True,False,False
20211226,2021-12-26,26,12,4,2021,51,Sunday,December,True,False,False
20211227,2021-12-27,27,12,4,2021,52,Monday,December,False,False,False
20211228,2021-12-28,28,12,4,2021,52,Tuesday,December,False,False,False
20211229,2021-12-29,29,12,4,2021,52,Wednesday,December,False,False,False
20211230,2021-12-30,30,12,4,2021,52,Thursday,December,False,False,False
20211231,2021-12-31,31,12,4,2021,52,Friday,December,False,False,False
20220101,2022-01-01,1,1,1,2022,52,Saturday,January,True,True,False
20220102,2022-01-02,2,1,1,2022,52,Sunday,January,True,False,False
20220103,2022-01-03,3,1,1,2022,1,Monday,January,False,False,False
20220104,2022-01-04,4,1,1,2022,1,Tuesday,January,False,False,False
20220105,2022-01-05,5,1,1,2022,1,Wednesday,January,False,False,False
20220106,2022-01-06,6,1,1,2022,1,Thursday,January,False,False,False
20220107,2022-01-07,7,1,1,2022,1,Friday,January,False,False,False
20220108,2022-01-08,8,1,1,2022,1,Saturday,January,True,False,False
20220109,2022-01-09,9,1,1,2022,1,Sunday,January,True,False,False
20220110,2022-01-10,10,1,1,2022,2,Monday,January,False,False,False
20220111,2022-01-11,11,1,1,2022,2,Tuesday,January,False,True,False
20220112,2022-01-12,12,1,1,2022,2,Wednesday,January,False,False,False
20220113,2022-01-13,13,1,1,2022,2,Thursday,January,False,False,False
20220114,2022-01-14,14,1,1,2022,2,Friday,January,False,False,False
20220115,2022-01-15,15,1,1,2022,2,Saturday,January,True,False,False
20220116,2022-01-16,16,1,1,2022,2,Sunday,January,True,False,False
20220117,2022-01-17,17,1,1,2022,3,Monday,January,False,False,False
20220118,2022-01-18,18,1,1,2022,3,Tuesday,January,False,False,False
20220119,2022-01-19,19,1,1,2022,3,Wednesday,January,False,False,False
20220120,2022-01-20,20,1,1,2022,3,Thursday,January,False,False,False
20220121,2022-01-21,21,1,1,2022,3,Friday,January,False,False,False
20220122,2022-01-22,22,1,1,2022,3,Saturday,January,True,False,False
20220123,2022-01-23,23,1,1,2022,3,Sunday,January,True,False,False
20220124,2022-01-24,24,1,1,2022,4,Monday,January,False,False,False
20220125,2022-01-25,25,1,1,2022,4,Tuesday,January,False,False,False
20220126,2022-01-26,26,1,1,2022,4,Wednesday,January,False,False,False
20220127,2022-01-27,27,1,1,2022,4,Thursday,January,False,False,False
20220128,2022-01-28,28,1,1,2022,4,Friday,January,False,False,False
20220129,2022-01-29,29,1,1,2022,4,Saturday,January,True,False,False
20220130,2022-01-30,30,1,1,2022,4,Sunday,January,True,False,False
20220131,2022-01-31,31,1,1,2022,5,Monday,January,False,False,False
20220201,2022-02-01,1,2,1,2022,5,Tuesday,February,False,False,False
20220202,2022-02-02,2,2,1,2022,5,Wednesday,February,False,False,False
20220203,2022-02-03,3,2,1,2022,5,Thursday,February,False,False,False
20220204,2022-02-04,4,2,1,2022,5,Friday,February,False,False,False
20220205,2022-02-05,5,2,1,2022,5,Saturday,February,True,False,False
20220206,2022-02-06,6,2,1,2022,5,Sunday,February,True,False,False
20220207,2022-02-07,7,2,1,2022,6,Monday,February,False,False,False
20220208,2022-02-08,8,2,1,2022,6,Tuesday,February,False,False,False
20220209,2022-02-09,9,2,1,2022,6,Wednesday,February,False,False,False
20220210,2022-02-10,10,2,1,2022,6,Thursday,February,False,False,False
20220211,2022-02-11,11,2,1,2022,6,Friday,February,False,False,False
20220212,2022-02-12,12,2,1,2022,6,Saturday,February,True,False,False
20220213,2022-02-13,13,2,1,2022,6,Sunday,February,True,False,False
20220214,2022-02-14,14,2,1,2022,7,Monday,February,False,False,False
20220215,2022-02-15,15,2,1,2022,7,Tuesday,February,False,False,False
20220216,2022-02-16,16,2,1,2022,7,Wednesday,February,False,False,False
20220217,2022-02-17,17,2,1,2022,7,Thursday,February,False,False,False
20220218,2022-02-18,18,2,1,2022,7,Friday,February,False,False,False
20220219,2022-02-19,19,2,1,2022,7,Saturday,February,True,False,False
20220220,2022-02-20,20,2,1,2022,7,Sunday,February,True,False,False
20220221,2022-02-21,21,2,1,2022,8,Monday,February,False,False,False
20220222,2022-02-22,22,2,1,2022,8,Tuesday,February,False,False,False
20220223,2022-02-23,23,2,1,2022,8,Wednesday,February,False,False,False
20220224,2022-02-24,24,2,1,2022,8,Thursday,February,False,False,False
20220225,2022-02-25,25,2,1,2022,8,Friday,February,False,False,False
20220226,2022-02-26,26,2,1,2022,8,Saturday,February,True,False,False
20220227,2022-02-27,27,2,1,2022,8,Sunday,February,True,False,False
20220228,2022-02-28,28,2,1,2022,9,Monday,February,False,False,False
20220301,2022-03-01,1,3,1,2022,9,Tuesday,March,False,False,False
20220302,2022-03-02,2,3,1,2022,9,Wednesday,March,False,False,False
20220303,2022-03-03,3,3,1,2022,9,Thursday,March,False,False,False
20220304,2022-03-04,4,3,1,2022,9,Friday,March,False,False,False
