id_vente,id_date,id_produit,id_client,id_region,id_livreur,quantite_vendue,montant_ht,montant_ttc,delai_livraison_jours,prix_unitaire,statut_commande
9969,20240214,31,913.0,1,18,16,22156.13,26587.36,9,1661.71,en_cours
9970,20230305,115,193.0,11,2,17,193743.48,232492.17,10,13676.01,en_cours
9971,20230213,66,402.0,4,1,4,3504.1,4204.92,5,1051.23,en_cours
9972,20230630,2,916.0,1,48,14,20583.15,24699.78,99,1764.27,en_cours
9973,20230109,35,407.0,9,9,1,6811.57,8173.88,1,8173.88,annulé
9974,20240623,108,382.0,10,13,18,130963.2,157155.84,5,8730.88,en_cours
9975,20231212,117,841.0,1,35,3,10345.98,12415.17,4,4138.39,livré
9976,20240205,7,829.0,15,1,11,124056.99,148868.39,29,13533.49,livré
9977,20230220,52,131.0,1,31,15,129402.62,155283.15,7,10352.21,livré
9978,20231123,118,213.0,10,1,4,38331.83,45998.2,-315,11499.55,en_cours
9979,20240726,8,840.0,13,28,7,46355.58,55626.69,2,7946.67,annulé
9980,20230813,102,166.0,4,34,5,6274.71,7529.65,10,1505.93,annulé
9981,20230225,21,49.0,1,22,6,26884.95,32261.94,-53,5376.99,livré
9982,20230110,114,180.0,11,35,11,122203.4,146644.08,9,13331.28,annulé
9983,20230718,69,599.0,11,16,3,32583.25,39099.9,7,13033.3,en_cours
9984,20231127,68,856.0,15,17,17,122999.96,147599.95,-288,8682.35,annulé
9985,20230108,61,614.0,13,1,20,225785.5,270942.6,6,13547.13,en_cours
9986,20230317,1,304.0,6,15,20,107396.0,128875.2,2,6443.76,en_cours
9987,20230117,36,913.0,11,1,8,78250.93,93901.12,1,11737.64,retourné
9988,20241210,54,25.0,1,41,11,48761.62,58513.95,7,5319.45,retourné
9989,20240721,37,820.0,1,12,19,57573.17,69087.8,8,3636.2,retourné
9990,20240528,40,971.0,13,38,13,36439.65,43727.58,9,3363.66,annulé
9991,20231029,78,580.0,4,19,12,113943.0,136731.6,9,11394.3,en_cours
9992,20231115,76,435.0,1,39,1,9448.91,11338.69,6,11338.69,livré
9993,20230523,38,60.0,9,1,17,66518.88,79822.65,1,4695.45,retourné
9994,20240920,7,448.0,11,46,4,18172.9,21807.48,5,5451.87,en_cours
9995,20241218,64,112.0,15,1,7,78995.35,94794.42,3,13542.06,en_cours
9996,20241222,2,351.0,1,49,7,58831.79,70598.15,1,10085.45,annulé
9997,20240913,95,597.0,9,32,18,171791.1,206149.32,5,11452.74,livré
9998,20240911,73,559.0,15,42,6,15529.65,18635.58,64,3105.93,en_cours
9999,20240722,24,776.0,11,22,16,28189.33,33827.2,5,2114.2,en_cours
10000,20240831,104,131.0,9,12,8,54786.6,65743.92,10,8217.99,livré
10001,20230211,51,954.0,13,35,15,182262.0,218714.4,120,14580.96,livré
10002,20240108,38,977.0,1,51,3,9614.1,11536.92,10,3845.64,retourné
10003,20240521,44,816.0,10,11,8,96150.0,115380.0,2,14422.5,annulé
10004,20230111,3,354.0,15,8,14,116605.42,139926.5,2,9994.75,livré
10005,20230819,110,878.0,11,3,14,92522.5,111027.0,10,7930.5,en_cours
10006,20240616,29,220.0,15,30,9,10101.0,12121.2,8,1346.8,livré
10007,20230523,67,880.0,6,15,8,97263.4,116716.08,8,14589.51,retourné
10008,20230829,118,224.0,4,42,7,67894.05,81472.86,-20,11638.98,livré
10009,20230320,17,485.0,11,2,18,50255.4,60306.48,4,3350.36,en_cours
10010,20241229,49,883.0,6,2,13,48721.51,58465.81,8,4497.37,annulé
10011,20241208,93,454.0,6,1,2,5803.0,6963.6,5,3481.8,retourné
10012,20240110,19,584.0,9,38,16,148868.27,178641.92,2,11165.12,annulé
10013,20231016,9,468.0,15,30,14,112953.75,135544.5,4,9681.75,en_cours
10014,20230509,15,733.0,1,36,4,10507.57,12609.08,8,3152.27,en_cours
10015,20240610,106,977.0,10,16,11,45151.24,54181.49,7,4925.59,en_cours
10016,20230826,74,372.0,1,36,5,56375.0,67650.0,7,13530.0,en_cours
10017,20231117,91,508.0,13,8,8,83788.4,100546.08,1,12568.26,annulé
10018,20230812,43,495.0,9,22,16,12485.87,14983.04,10,936.44,livré
10019,20240905,115,514.0,13,40,11,27795.99,33355.19,-113,3032.29,livré
10020,20240502,3,978.0,4,5,15,19286.12,23143.35,123,1542.89,retourné
10021,20240205,45,852.0,4,17,12,139385.0,167262.0,9,13938.5,en_cours
10022,20240611,29,187.0,1,6,8,22637.87,27165.44,7,3395.68,en_cours
10023,20230211,18,773.0,1,1,12,107834.9,129401.88,8,10783.49,retourné
10024,20240412,115,943.0,11,30,9,61727.48,74072.97,214,8230.33,livré
10025,20230912,17,148.0,1,41,8,70080.27,84096.32,8,10512.04,livré
10026,20241231,116,726.0,15,40,6,44347.35,53216.82,274,8869.47,en_cours
10027,20240602,69,215.0,15,38,4,31358.1,37629.72,9,9407.43,livré
10028,20240605,18,912.0,1,1,1,9889.31,11867.17,153,11867.17,en_cours
10029,20240513,59,740.0,1,41,19,56170.49,67404.59,10,3547.61,annulé
10030,20240322,114,349.0,13,51,9,8107.28,9728.73,6,1080.97,en_cours
10031,20240809,86,751.0,11,47,18,69708.6,83650.32,2,4647.24,annulé
10032,20241009,99,472.0,1,50,12,131913.5,158296.2,-24,13191.35,livré
10033,20231113,64,510.0,1,28,2,19612.55,23535.06,6,11767.53,retourné
10034,20241029,55,969.0,1,3,14,148205.28,177846.34,8,12703.31,en_cours
10035,20230112,49,37.0,1,35,5,53957.54,64749.05,273,12949.81,retourné
10036,20240514,112,97.0,13,38,17,193624.05,232348.86,2,13667.58,en_cours
10037,20241103,102,949.0,15,16,11,93051.48,111661.77,3,10151.07,annulé
10038,20240228,35,651.0,4,29,15,121192.25,145430.7,1,9695.38,retourné
10039,20240118,40,397.0,13,40,8,90381.47,108457.76,9,13557.22,retourné
10040,20240516,32,1.0,1,28,7,16271.27,19525.52,2,2789.36,livré
10041,20240413,23,363.0,1,30,20,189823.0,227787.6,4,11389.38,en_cours
10042,20230820,65,378.0,6,30,17,106683.08,128019.69,1,7530.57,retourné
10043,20240327,67,865.0,1,13,20,136545.67,163854.8,1,8192.74,livré
10044,20240712,42,572.0,4,42,16,42739.6,51287.52,1,3205.47,retourné
10045,20230226,45,895.0,9,42,9,101138.48,121366.17,-23,13485.13,en_cours
10046,20230821,115,387.0,1,45,2,17365.7,20838.84,1,10419.42,en_cours
10047,20230703,20,281.0,15,38,1,1500.83,1801.0,92,1801.0,en_cours
10048,20231210,119,466.0,10,37,1,885.97,1063.16,-57,1063.16,en_cours
10049,20230812,6,451.0,11,44,12,6641.7,7970.04,31,664.17,livré
10050,20230227,120,903.0,1,33,11,128094.08,153712.9,157,13973.9,annulé
10051,20241120,23,512.0,11,1,8,11415.67,13698.8,5,1712.35,retourné
10052,20231221,89,479.0,15,7,14,154828.8,185794.56,10,13271.04,en_cours
10053,20240417,70,457.0,9,47,5,32150.08,38580.1,5,7716.02,en_cours
10054,20240610,13,605.0,10,15,11,46414.04,55696.85,30,5063.35,en_cours
10055,20231025,9,606.0,1,14,15,4891.13,5869.35,5,391.29,en_cours
10056,20230803,60,842.0,13,46,16,175433.6,210520.32,-139,13157.52,livré
10057,20230812,38,428.0,4,19,20,168101.67,201722.0,61,10086.1,en_cours
10058,20231013,96,304.0,13,46,19,90548.93,108658.72,6,5718.88,annulé
10059,20230928,103,790.0,1,12,20,236768.67,284122.4,7,14206.12,retourné
10060,20230521,28,204.0,15,44,16,195878.93,235054.72,1,14690.92,en_cours
10061,20230410,42,390.0,1,26,17,74347.8,89217.36,91,5248.08,retourné
10062,20231209,7,452.0,11,38,2,19348.37,23218.04,9,11609.02,livré
10063,20241214,42,828.0,4,21,4,43648.93,52378.72,8,13094.68,retourné
10064,20231215,32,293.0,9,50,10,71430.33,85716.4,2,8571.64,livré
10065,20230425,68,909.0,6,32,3,24776.52,29731.83,4,9910.61,annulé
10066,20230411,116,403.0,1,50,9,110432.78,132519.33,10,14724.37,livré
10067,20240922,1,73.0,4,40,11,3958.53,4750.24,5,431.84,livré
10068,20240712,13,806.0,1,51,19,195516.33,234619.6,156,12348.4,en_cours
10069,20230703,52,30.0,1,27,18,65177.4,78212.88,6,4345.16,retourné
10070,20240925,78,773.0,11,38,6,17040.35,20448.42,9,3408.07,en_cours
10071,20241004,22,114.0,6,23,2,9926.45,11911.74,4,5955.87,annulé
10072,20230410,36,584.0,1,21,14,85283.45,102340.14,214,7310.01,annulé
10073,20241020,24,292.0,15,4,19,66901.53,80281.84,2,4225.36,annulé
10074,20230422,1,3.0,15,27,7,34324.91,41189.89,3,5884.27,en_cours
10075,20230710,103,658.0,11,22,18,146485.95,175783.14,7,9765.73,livré
10076,20240917,37,976.0,10,14,3,4534.38,5441.25,9,1813.75,retourné
10077,20240718,85,925.0,1,3,2,21400.6,25680.72,6,12840.36,en_cours
10078,20230705,78,79.0,13,41,1,11514.09,13816.91,9,13816.91,annulé
10079,20230907,36,925.0,11,4,11,36941.94,44330.33,-56,4030.03,retourné
10080,20240327,31,850.0,4,29,9,66250.28,79500.33,6,8833.37,annulé
10081,20241208,4,249.0,10,39,6,44495.0,53394.0,7,8899.0,en_cours
10082,20231231,30,792.0,1,6,3,10959.42,13151.31,1,4383.77,livré
10083,20240427,27,757.0,11,46,1,4862.87,5835.44,2,5835.44,livré
10084,20241106,80,880.0,4,32,17,76824.84,92189.81,-142,5422.93,annulé
10085,20231010,17,272.0,11,20,8,6980.0,8376.0,1,1047.0,livré
10086,20230307,90,30.0,10,39,2,17057.87,20469.44,5,10234.72,en_cours
10087,20240108,96,917.0,11,14,8,94400.93,113281.12,10,14160.14,en_cours
10088,20230614,89,919.0,1,48,6,48788.6,58546.32,9,9757.72,en_cours
10089,20230129,114,835.0,9,40,20,214591.33,257509.6,6,12875.48,livré
10090,20240607,108,13.0,11,42,17,90676.3,108811.56,39,6400.68,retourné
10091,20240918,59,576.0,13,16,8,27198.73,32638.48,3,4079.81,retourné
10092,20240816,69,268.0,13,47,17,165380.25,198456.3,9,11673.9,en_cours
10093,20230507,3,644.0,1,18,5,17413.88,20896.65,1,4179.33,en_cours
10094,20231010,2,730.0,4,4,11,66484.92,79781.9,3,7252.9,en_cours
10095,20240420,62,195.0,1,31,7,60628.17,72753.8,8,10393.4,en_cours
10096,20240809,111,875.0,6,31,2,9994.23,11993.08,9,5996.54,retourné
10097,20230510,6,408.0,1,21,12,108674.8,130409.76,157,10867.48,en_cours
10098,20230801,7,27.0,9,29,16,133857.47,160628.96,9,10039.31,livré
10099,20240521,10,56.0,10,34,1,1206.23,1447.47,7,1447.47,en_cours
10100,20231226,111,991.0,11,29,10,113895.0,136674.0,97,13667.4,annulé
10101,20241004,114,720.0,1,15,7,57144.38,68573.26,-167,9796.18,en_cours
10102,20240116,33,881.0,10,20,13,44825.95,53791.14,1,4137.78,annulé
10103,20230518,117,368.0,13,5,2,787.27,944.72,7,472.36,retourné
10104,20240415,113,64.0,1,43,1,12088.34,14506.01,4,14506.01,en_cours
10105,20240918,98,558.0,9,25,8,84308.73,101170.48,2,12646.31,annulé
10106,20230707,9,255.0,10,10,16,97617.73,117141.28,1,7321.33,livré
10107,20240520,94,634.0,1,1,18,4031.85,4838.22,4,268.79,en_cours
10108,20240418,56,905.0,11,6,15,17772.75,21327.3,10,1421.82,retourné
10109,20240212,58,961.0,1,35,2,16122.58,19347.1,1,9673.55,en_cours
10110,20230326,31,706.0,1,1,20,109824.33,131789.2,-22,6589.46,en_cours
10111,20230801,56,75.0,9,50,10,122353.42,146824.1,5,14682.41,en_cours
10112,20230602,20,130.0,11,12,12,116719.5,140063.4,-106,11671.95,annulé
10113,20240504,17,765.0,4,9,13,68484.54,82181.45,-19,6321.65,retourné
10114,20230505,40,285.0,9,42,14,102163.25,122595.9,4,8756.85,en_cours
10115,20230407,13,981.0,9,30,1,4433.39,5320.07,1,5320.07,livré
10116,20231224,45,724.0,11,47,14,58363.43,70036.12,9,5002.58,en_cours
10117,20240329,101,242.0,6,27,15,112414.5,134897.4,7,8993.16,retourné
10118,20240418,113,378.0,13,24,12,85508.8,102610.56,9,8550.88,en_cours
10119,20230814,41,280.0,1,12,7,35700.47,42840.56,10,6120.08,annulé
10120,20231225,38,175.0,1,47,19,214396.79,257276.15,6,13540.85,livré
10121,20230914,35,574.0,10,26,9,30018.75,36022.5,1,4002.5,annulé
10122,20240929,54,117.0,11,45,10,18013.92,21616.7,-81,2161.67,en_cours
10123,20240122,75,901.0,4,17,20,72299.17,86759.0,1,4337.95,en_cours
10124,20230513,46,353.0,9,10,13,26348.29,31617.95,3,2432.15,en_cours
10125,20240624,53,988.0,1,43,9,49896.0,59875.2,-109,6652.8,livré
10126,20230203,50,511.0,11,15,14,119182.47,143018.96,181,10215.64,en_cours
10127,20240613,68,214.0,13,4,7,30182.6,36219.12,9,5174.16,livré
10128,20230310,25,938.0,15,17,17,3997.83,4797.4,9,282.2,retourné
10129,20230220,118,61.0,6,51,17,97964.77,117557.72,9,6915.16,annulé
10130,20231007,68,45.0,11,37,9,79867.05,95840.46,-86,10648.94,annulé
10131,20230910,40,675.0,1,9,12,106983.8,128380.56,30,10698.38,en_cours
10132,20230311,118,166.0,11,23,9,19438.2,23325.84,3,2591.76,annulé
10133,20241105,111,454.0,11,16,19,16145.25,19374.3,1,1019.7,en_cours
10134,20231228,45,106.0,11,21,8,62654.0,75184.8,8,9398.1,en_cours
10135,20240405,110,750.0,1,21,2,12867.02,15440.42,1,7720.21,en_cours
10136,20230219,53,54.0,10,44,5,47076.92,56492.3,10,11298.46,en_cours
10137,20231209,46,136.0,1,28,3,36452.0,43742.4,2,14580.8,en_cours
10138,20240125,90,368.0,13,12,12,129954.2,155945.04,10,12995.42,en_cours
10139,20230120,9,153.0,1,28,6,69362.25,83234.7,10,13872.45,livré
10140,20230620,3,142.0,1,16,17,63818.14,76581.77,9,4504.81,annulé
10141,20241218,76,500.0,1,46,5,22297.33,26756.8,6,5351.36,en_cours
10142,20240909,50,896.0,6,44,19,209969.95,251963.94,8,13261.26,en_cours
10143,20231214,37,582.0,1,9,11,3723.5,4468.2,1,406.2,livré
10144,20230701,57,466.0,6,19,15,89807.12,107768.55,-166,7184.57,en_cours
10145,20240924,80,210.0,13,44,14,26313.12,31575.74,2,2255.41,en_cours
10146,20240607,107,47.0,1,51,8,54317.47,65180.96,6,8147.62,en_cours
10147,20230217,94,380.0,1,8,15,103947.25,124736.7,1,8315.78,retourné
10148,20230322,85,836.0,1,38,15,115245.88,138295.05,7,9219.67,livré
10149,20230320,98,472.0,1,31,20,222896.17,267475.4,9,13373.77,en_cours
10150,20230308,87,272.0,15,26,2,13468.35,16162.02,5,8081.01,retourné
10151,20240519,22,17.0,15,7,19,138888.1,166665.72,8,8771.88,en_cours
10152,20241009,109,178.0,1,19,12,112180.9,134617.08,2,11218.09,en_cours
10153,20230613,90,989.0,1,7,20,199593.83,239512.6,8,11975.63,retourné
10154,20230618,119,627.0,4,38,1,975.91,1171.09,3,1171.09,annulé
10155,20240827,98,754.0,15,23,13,54065.59,64878.71,2,4990.67,livré
10156,20230516,26,947.0,1,4,9,1622.63,1947.15,5,216.35,livré
10157,20240308,11,696.0,9,26,6,12705.4,15246.48,245,2541.08,en_cours
10158,20231205,37,459.0,15,30,18,144683.85,173620.62,5,9645.59,annulé
10159,20240808,46,147.0,4,13,3,22561.2,27073.44,2,9024.48,en_cours
10160,20230105,98,583.0,15,20,6,71918.05,86301.66,90,14383.61,en_cours
10161,20230616,103,215.0,1,48,5,18439.5,22127.4,3,4425.48,annulé
10162,20240603,63,140.0,1,43,7,77496.18,92995.42,8,13285.06,livré
10163,20231205,96,298.0,11,33,12,50293.5,60352.2,-203,5029.35,en_cours
10164,20230321,11,130.0,15,32,10,117289.83,140747.8,10,14074.78,retourné
10165,20231019,17,164.0,9,50,10,57456.08,68947.3,2,6894.73,en_cours
10166,20240315,75,560.0,1,44,14,154257.48,185108.98,2,13222.07,retourné
10167,20230614,61,973.0,9,3,16,86382.13,103658.56,7,6478.66,retourné
10168,20231222,46,877.0,13,27,6,40741.05,48889.26,9,8148.21,livré
10169,20241123,26,271.0,6,35,11,127525.75,153030.9,-285,13911.9,retourné
10170,20240412,32,625.0,1,6,8,96345.33,115614.4,30,14451.8,annulé
10171,20240316,17,920.0,4,24,9,55100.92,66121.11,1,7346.79,annulé
10172,20230328,116,39.0,9,1,5,22700.67,27240.8,-52,5448.16,en_cours
10173,20230731,15,337.0,6,6,13,115573.68,138688.42,6,10668.34,retourné
10174,20241010,85,356.0,10,48,15,112221.63,134665.95,6,8977.73,livré
10175,20240616,4,637.0,13,11,3,36766.98,44120.37,8,14706.79,retourné
10176,20240303,23,18.0,13,30,2,16785.28,20142.34,10,10071.17,retourné
10177,20230616,37,414.0,11,8,6,23126.5,27751.8,4,4625.3,livré
10178,20241130,56,481.0,10,11,15,118976.88,142772.25,2,9518.15,en_cours
10179,20231216,80,100.0,13,1,9,50876.78,61052.13,10,6783.57,annulé
10180,20240419,59,277.0,4,10,11,15253.79,18304.55,2,1664.05,annulé
10181,20240604,63,560.0,13,6,1,8492.09,10190.51,8,10190.51,annulé
10182,20230522,6,973.0,11,31,11,53814.48,64577.37,5,5870.67,retourné
10183,20230730,89,524.0,1,8,6,49329.0,59194.8,5,9865.8,en_cours
10184,20230508,64,699.0,9,14,11,105044.68,126053.62,8,11459.42,livré
10185,20240727,97,274.0,13,41,12,9844.4,11813.28,5,984.44,en_cours
10186,20230626,104,340.0,9,24,12,104108.9,124930.68,4,10410.89,livré
10187,20230219,107,66.0,10,14,4,30182.4,36218.88,8,9054.72,retourné
10188,20240709,12,595.0,11,44,2,8225.73,9870.88,153,4935.44,retourné
10189,20231014,49,910.0,1,31,8,64552.53,77463.04,6,9682.88,retourné
10190,20230812,62,398.0,9,28,20,173867.5,208641.0,9,10432.05,en_cours
10191,20231217,113,478.0,1,44,17,2226.01,2671.21,5,157.13,annulé
10192,20240101,89,553.0,15,19,8,96114.33,115337.2,2,14417.15,en_cours
10193,20240910,97,737.0,13,35,19,113903.58,136684.29,39,7193.91,annulé
10194,20240305,107,398.0,1,16,18,132736.2,159283.44,3,8849.08,livré
10195,20240320,25,444.0,4,38,12,35442.2,42530.64,6,3544.22,livré
10196,20240131,89,157.0,13,21,8,26309.87,31571.84,2,3946.48,annulé
10197,20240218,86,743.0,1,11,17,83792.86,100551.43,9,5914.79,annulé
10198,20241012,77,866.0,15,49,12,129344.4,155213.28,2,12934.44,livré
10199,20230215,80,863.0,1,45,7,52507.93,63009.52,4,9001.36,en_cours
10200,20230322,100,316.0,10,51,14,17665.32,21198.38,4,1514.17,en_cours
10201,20230211,72,558.0,10,41,5,9893.12,11871.75,303,2374.35,annulé
10202,20230426,5,315.0,13,21,6,38565.2,46278.24,9,7713.04,annulé
10203,20230327,52,683.0,6,13,6,54502.9,65403.48,2,10900.58,en_cours
10204,20231105,61,834.0,1,18,5,62077.5,74493.0,-174,14898.6,en_cours
10205,20230116,20,707.0,4,26,13,151686.38,182023.66,5,14001.82,retourné
10206,20240526,118,960.0,1,46,19,104628.09,125553.71,7,6608.09,retourné
10207,20240922,55,430.0,13,8,8,49904.53,59885.44,3,7485.68,annulé
10208,20230813,32,887.0,9,3,20,145462.5,174555.0,4,8727.75,annulé
10209,20230720,74,339.0,11,21,8,2852.2,3422.64,6,427.83,annulé
10210,20230320,43,614.0,1,19,17,97199.48,116639.38,6,6861.14,en_cours
10211,20240816,36,813.0,1,15,7,15209.42,18251.31,3,2607.33,en_cours
10212,20231129,30,90.0,13,36,8,37772.8,45327.36,1,5665.92,retourné
10213,20230409,115,860.0,1,50,2,9456.95,11348.34,5,5674.17,annulé
10214,20230331,88,53.0,1,35,12,65984.5,79181.4,9,6598.45,en_cours
10215,20240525,13,438.0,15,49,3,27867.8,33441.36,1,11147.12,livré
10216,20241024,32,165.0,10,48,14,16048.67,19258.4,1,1375.6,annulé
10217,20230807,109,316.0,9,43,14,144765.6,173718.72,10,12408.48,annulé
10218,20240629,43,355.0,15,31,15,22016.12,26419.35,-143,1761.29,en_cours
10219,20240121,15,459.0,1,37,11,9424.62,11309.54,3,1028.14,annulé
10220,20240402,90,601.0,1,25,15,19708.0,23649.6,1,1576.64,en_cours
10221,20230121,77,879.0,1,19,5,25752.58,30903.1,5,6180.62,en_cours
10222,20240910,59,791.0,9,10,11,43948.02,52737.63,8,4794.33,en_cours
10223,20230424,77,420.0,6,9,2,15449.82,18539.78,4,9269.89,annulé
10224,20240121,98,123.0,9,39,20,45138.83,54166.6,8,2708.33,livré
10225,20230521,7,809.0,1,6,17,117090.62,140508.74,10,8265.22,annulé
10226,20241108,94,255.0,9,28,2,1662.28,1994.74,30,997.37,retourné
10227,20230416,5,479.0,4,33,18,61599.15,73918.98,2,4106.61,annulé
10228,20241001,99,586.0,4,23,15,82729.25,99275.1,-258,6618.34,retourné
10229,20231222,12,697.0,15,35,14,170479.28,204575.14,6,14612.51,annulé
10230,20230831,1,63.0,1,19,6,4576.65,5491.98,-22,915.33,livré
10231,20240521,32,13.0,1,51,3,17379.1,20854.92,4,6951.64,retourné
10232,20230304,116,624.0,6,1,14,100193.22,120231.86,9,8587.99,en_cours
10233,20230628,84,707.0,15,2,3,32991.05,39589.26,9,13196.42,en_cours
10234,20240109,118,339.0,1,9,13,123445.83,148135.0,2,11395.0,en_cours
10235,20240427,52,131.0,13,1,20,89682.5,107619.0,8,5380.95,en_cours
10236,20240326,18,530.0,4,1,18,14248.8,17098.56,10,949.92,annulé
10237,20240330,115,514.0,13,36,12,90488.8,108586.56,2,9048.88,en_cours
10238,20231009,65,560.0,9,16,13,126431.83,151718.19,10,11670.63,annulé
10239,20230223,18,261.0,1,32,16,186001.87,223202.24,4,13950.14,en_cours
10240,20240313,95,383.0,1,8,1,5403.94,6484.73,10,6484.73,annulé
10241,20240307,29,157.0,1,7,13,15071.66,18085.99,5,1391.23,retourné
10242,20240118,106,603.0,11,20,15,100421.62,120505.95,2,8033.73,annulé
10243,20241122,39,435.0,13,27,18,133203.0,159843.6,10,8880.2,annulé
10244,20241218,40,229.0,11,2,19,18649.92,22379.91,8,1177.89,en_cours
10245,20230507,18,896.0,11,37,2,18760.43,22512.52,1,11256.26,en_cours
10246,20241110,65,865.0,1,25,4,31111.2,37333.44,9,9333.36,retourné
10247,20230401,98,962.0,4,32,13,150701.96,180842.35,5,13910.95,en_cours
10248,20230429,62,389.0,1,5,1,11970.03,14364.03,2,14364.03,en_cours
10249,20230724,94,827.0,15,2,10,47976.5,57571.8,7,5757.18,en_cours
10250,20240713,92,160.0,15,51,10,55357.83,66429.4,4,6642.94,en_cours
10251,20231209,13,525.0,1,43,16,177093.73,212512.48,-87,13282.03,annulé
10252,20240206,109,922.0,10,11,7,75397.58,90477.1,213,12925.3,retourné
10253,20231130,22,551.0,1,47,10,3296.75,3956.1,8,395.61,en_cours
10254,20241231,49,661.0,11,46,1,6315.68,7578.81,6,7578.81,en_cours
10255,20230909,83,534.0,1,13,12,45140.6,54168.72,5,4514.06,annulé
10256,20230131,54,560.0,15,27,16,132191.6,158629.92,2,9914.37,livré
10257,20241127,19,621.0,6,12,12,127183.2,152619.84,5,12718.32,en_cours
10258,20240922,41,40.0,13,40,12,28105.2,33726.24,5,2810.52,en_cours
10259,20230513,10,913.0,6,30,16,156884.53,188261.44,4,11766.34,en_cours
10260,20230314,114,767.0,1,27,2,12490.82,14988.98,3,7494.49,livré
10261,20240414,60,566.0,1,47,11,58788.12,70545.75,3,6413.25,en_cours
10262,20240520,98,884.0,6,37,8,69278.07,83133.68,3,10391.71,annulé
10263,20241230,43,651.0,9,4,4,44296.4,53155.68,10,13288.92,annulé
10264,20241114,18,798.0,6,1,14,89113.85,106936.62,6,7638.33,annulé
10265,20240724,42,635.0,10,16,13,86439.38,103727.26,4,7979.02,en_cours
10266,20240624,115,722.0,1,43,14,26559.75,31871.7,2,2276.55,en_cours
10267,20241029,75,90.0,1,6,6,62805.7,75366.84,2,12561.14,annulé
10268,20230410,26,232.0,1,1,2,16044.18,19253.02,5,9626.51,retourné
10269,20240731,35,172.0,1,28,7,44721.83,53666.2,2,7666.6,livré
10270,20240328,37,980.0,11,35,3,27060.32,32472.39,1,10824.13,en_cours
10271,20230220,99,229.0,4,43,17,59997.39,71996.87,3,4235.11,annulé
10272,20230821,25,467.0,13,4,7,81856.48,98227.78,8,14032.54,annulé
10273,20230822,35,757.0,4,46,13,75295.13,90354.16,-225,6950.32,en_cours
10274,20240417,90,872.0,4,7,9,766.8,920.16,5,102.24,en_cours
10275,20240223,90,735.0,10,27,15,175912.0,211094.4,5,14072.96,en_cours
10276,20240710,32,495.0,4,27,20,90936.33,109123.6,3,5456.18,en_cours
10277,20231213,41,575.0,9,5,17,114028.21,136833.85,10,8049.05,annulé
10278,20240404,106,603.0,1,26,8,57626.4,69151.68,1,8643.96,annulé
10279,20230603,114,649.0,11,12,15,74996.25,89995.5,3,5999.7,en_cours
10280,20230503,102,347.0,6,7,10,81979.17,98375.0,2,9837.5,livré
10281,20230212,76,889.0,4,37,2,2170.28,2604.34,8,1302.17,en_cours
10282,20240617,2,313.0,1,1,14,125226.27,150271.52,6,10733.68,livré
10283,20230716,15,805.0,1,6,9,79673.25,95607.9,1,10623.1,livré
10284,20241124,84,600.0,15,33,8,37028.93,44434.72,7,5554.34,en_cours
10285,20240621,84,546.0,11,30,8,98794.0,118552.8,6,14819.1,en_cours
10286,20230127,2,651.0,11,15,11,43025.77,51630.92,6,4693.72,retourné
10287,20241023,98,398.0,11,17,5,31536.58,37843.9,7,7568.78,livré
10288,20240525,62,779.0,11,41,4,42783.93,51340.72,4,12835.18,retourné
10289,20230414,80,408.0,6,27,20,219689.0,263626.8,8,13181.34,en_cours
10290,20241005,96,161.0,1,9,14,154248.03,185097.64,61,13221.26,annulé
10291,20241118,6,536.0,13,47,18,13551.3,16261.56,10,903.42,en_cours
10292,20241209,113,644.0,6,41,8,90723.13,108867.76,-83,13608.47,en_cours
10293,20240706,89,330.0,13,19,3,33961.35,40753.62,62,13584.54,livré
10294,20230612,78,416.0,10,49,17,96574.31,115889.17,8,6817.01,en_cours
10295,20240306,108,470.0,1,33,11,31642.78,37971.34,214,3451.94,en_cours
10296,20230519,111,149.0,15,27,10,44436.75,53324.1,5,5332.41,en_cours
10297,20240527,75,578.0,9,9,18,117661.2,141193.44,9,7844.08,en_cours
10298,20241226,50,650.0,11,39,16,82706.13,99247.36,8,6202.96,en_cours
10299,20230714,35,174.0,11,50,9,44029.28,52835.13,7,5870.57,livré
10300,20230626,66,748.0,1,33,1,7582.08,9098.49,3,9098.49,retourné
10301,20241220,89,28.0,11,12,3,14825.38,17790.45,6,5930.15,retourné
10302,20230119,112,300.0,4,40,5,5653.46,6784.15,6,1356.83,en_cours
10303,20231027,6,707.0,1,19,19,20466.17,24559.4,9,1292.6,retourné
10304,20230609,50,327.0,9,42,10,17364.25,20837.1,92,2083.71,annulé
10305,20230313,34,937.0,1,51,14,58220.98,69865.18,7,4990.37,en_cours
10306,20240301,67,35.0,6,20,3,33931.62,40717.95,8,13572.65,annulé
10307,20230930,49,122.0,9,50,13,149203.06,179043.67,2,13772.59,en_cours
10308,20241125,65,303.0,15,20,14,5160.87,6193.04,2,442.36,retourné
10309,20240903,61,782.0,4,20,2,2903.92,3484.7,91,1742.35,livré
10310,20230423,5,188.0,4,41,5,7515.58,9018.7,5,1803.74,en_cours
10311,20241211,87,954.0,6,16,12,2437.7,2925.24,3,243.77,retourné
10312,20240806,87,404.0,15,9,9,80150.32,96180.39,4,10686.71,en_cours
10313,20240518,40,196.0,13,42,18,44782.35,53738.82,10,2985.49,en_cours
10314,20240508,10,656.0,11,1,4,7346.53,8815.84,98,2203.96,en_cours
